"Berwickshire, Borders, Scotland, United Kingdom",55.75,-2.5
"Beverly, Essex, Massachusetts, United States",-30.56468,151.66732
"Bexley, Kent",-33.95,151.11667
"Bexley, Kent, England",-33.95,151.11667
"Bielefeld, Bielefeld, Nordrhein-Westfalen, Germany",52.03333,8.53333
"Bielefeld, Nordrhein Westfalen, Allemagne",52.03333,8.53333
"Bielefeld, North Rhine-Westphalia, Germany",52.03333,8.53333
"Birchington, England",51.37329,1.29693
"Birkenhead, Cheshire",-34.83685,138.49788
"Birkenhead, Merseyside, England",-34.83685,138.49788
"Birmingham, Warwickshire, England",50.96667,-102.93383
"Bishops Stortford, Hertfordshire, England",51.87113,0.15868
"Bishopstoke, Hampshire, England",50.96643,-1.32832
"Bitteswell, Leicestershire, England",52.46803,-1.21166
"Bitteswell, Leicestershire, England, United Kingdom",52.46803,-1.21166
"Bitteswell, Leicesteshire, England",52.46803,-1.21166
"Bitteswell, Lutterworth, Leicestershire, England",52.46803,-1.21166
"Blackburn, Lancashire",-37.81667,145.16667
"Blackburn, Lancashire, England",-37.81667,145.16667
"Blackburn, Lancashire, England, United Kingdom",-37.81667,145.16667
"Blakesley, Northamptonshire, England",52.14674,-1.08839
"Blandford Forum, Dorset, England",50.86073,-2.16174
"Blessenbach, Hesse-Nassau, Prussia, Germany",50.41269,8.30249
"Blessenbach, Hessen Nassau, Preussen, Germany",50.41269,8.30249
"Blickling, Norfolk, England, United Kingdom",52.80995,1.22986
"Bloxworth, Dorset, England",50.75088,-2.16821
"Blyth, Nottinghamshire, England",-33.84858,138.4893
"Bog, Inverness-Shire, Scotland",3.9,10.91667
"Bog, Inverness-Shire, Scotland (Beheaded)",3.9,10.91667
"Boleskine, Inverness-Shire, Scotland",57.28333,-4.46667
"Bolton By Bowland, Lancashire",53.93333,-2.33333
"Bolton-By-Bowland, Yorkshire, England",53.96184,-2.33234
"Boston Mills, Ontario, Canada",43.76944,-79.92583
"Boston Mills, Peel Regional Municipality, Ontario",43.76944,-79.92583
"Boston, Middlesex, Massachusetts, British Colonial America",42.57353,1.51817
"Boston, Suffolk County, Massachusetts, Colonial America",42.57353,1.51817
"Boston, Suffolk, Massachusetts, United States",42.57353,1.51817
"Bourn, Lincolnshire",52.19246,-0.06403
"Bourne, Lincolnshire, England",45.06556,5.24495
"Bowers Gifford, Essex, England",51.56624,0.52485
"Boxford, Essex, Massachusetts, United States",52.0286,0.85934
"Braintree, Norfolk County, Massachusetts, United States",51.87819,0.55292
"Braintree, Norfolk County, Massachusetts, United States of America",51.87819,0.55292
"Braintree, Norfolk, Massachusetts, United States",51.87819,0.55292
"Brampton, Ontario, Canada",-34.99442,147.42451
"Brampton, Peel, Ontario, Canada",-34.99442,147.42451
"Braunstone, Blaby District, Leicestershire, England",-29.80272,152.95812
"Bremen, Bremen, Germany",52.3667,-105.70056
"Bremen, Niedersachsen, Germany",52.3667,-105.70056
"Bremen, Stadt Bremen, Bremen, Allemagne",52.3667,-105.70056
"Bremen, Stadt Bremen, Bremen, Germany",52.3667,-105.70056
"Brenchley, Hadlow, Kent, England",51.15141,0.39825
"Brenchley, Kent, England",51.15141,0.39825
"Brenchley, Tunbridge Wells Borough, Kent, England",51.15141,0.39825
"Bridgnorth, Shropshire, England",52.53661,-2.42033
"Brington, Northamptonshire, England",52.26842,-1.02578
"Bristol Township, Bucks, Pennsylvania",41.68399,-71.26394
"Bristol, Bucks, Pennsylvania, United States",41.33166,19.81723
"Bristol, England",41.33166,19.81723
"Bristol, Gloucestershire",41.33166,19.81723
"Bristol, Gloucestershire, England",41.33166,19.81723
British Columbia,53.99983,-125.0032
"British Columbia, Canada",53.99983,-125.0032
"Bronx, New York, United States",49.9128,-97.11284
"Brookline, Ma, Massachusetts, United States",45.46643,-73.3793
"Brookline, Massachusetts, United States",45.46643,-73.3793
"Brookline, Norfolk County, Massachusetts, United States",45.46643,-73.3793
"Brookline, Norfolk County, Massachusetts, United States of America",45.46643,-73.3793
"Brookline, Norfolk, Massachusetts",45.46643,-73.3793
"Brookline, Norfolk, Massachusetts, British Colonial America",45.46643,-73.3793
"Brookline, Norfolk, Massachusetts, Colony",45.46643,-73.3793
"Brookline, Norfolk, Massachusetts, United States",45.46643,-73.3793
"Brooklyn, Kings, New York, United States",-33.54903,151.22492
"Brooklyn, New York",-33.54903,151.22492
"Brooklyn, New York City, New York, United States",-33.54903,151.22492
"Bruce, Ontario, Canada",-32.46667,138.2
"Bucks, Pennsylvania, United States",31.01046,-88.02417
"Burgh Next Aylsham, Norfolk, England",52.77924,1.2872
"Burleigh, Leicestershire, England, United Kingdom",-37.83333,145.43333
"Burlington County, New Jersey, United States",39.87769,-74.6682
"Burnaby, Metro Vancouver Regional District, British Columbia, Canada",42.86917,-79.35361
"Burnley, Lancashire",-25.05,149.66667
"Burnley, Lancashire, England",-25.05,149.66667
"Burton Latimer, Northamptonshire, England, United Kingdom",52.36368,-0.67853
"Burum, Kollumerland En Nieuwkruisland Municipality, Friesland, Netherlands",44.96944,16.425
"Burwash, Sussex, England",-34.65671,138.77254
"Bute, Strathclyde, Scotland, United Kingdom",-33.86561,138.00659
"Butleigh, Somerset, England",51.10084,-2.68508
"Caddington, Hertfordshire, England, United Kingdom",51.86621,-0.45679
"Caledon, Ontario, Canada",-34.7088,138.81276
"Caledon, Peel, Ontario, Canada",-34.7088,138.81276
Calgary,-29.69258,148.38005
"Cambridge, Lamoille, Vermont, United States",-42.83333,147.45
"Cambridge, Middlesex, Massachusetts, United States",-42.83333,147.45
"Cambridgeshire, England",52.33333,0.08333
"Campbeltown, Argyllshire, Scotland",55.42583,-5.60764
Canada,50.88098,2.68808
"Canongate, Edinburgh, Midlothian, Scotland",55.95166,-3.17861
"Canongate, Midlothian, Scotland",55.95166,-3.17861
"Canterbury, Kent, England",-25.37678,141.90045
"Cardonald, Renfrewshire, Scotland",55.85003,-4.34645
"Carmarthenshire, Wales, United Kingdom",51.83333,-4.16667
"Castle Cary, Somerset, England",-41.73,147.7
"Castle Tioram, Inverness-Shire, Scotland",55.37805,-3.43597
"Castle Tioram, Inverness-Shire, Scotland, United Kingdom",55.37805,-3.43597
"Cataraqui, Frontenac, Ontario, Canada",44.26682,-76.5327
"Cataraqui, Kingston, Onatario, Canada",44.26682,-76.5327
"Chalk, Kent, England",33.87841,-100.22344
"Charlestown, Massachusetts, United States",-32.96828,151.69318
"Charlestown, Middlesex County, Massachusetts, United States",-32.96828,151.69318
"Charlestown, Suffolk, Massachusetts",-32.96828,151.69318
"Chatham, Kent, England",-31.9,152.48333
"Chatham, Kent, England, United Kingdom",-31.9,152.48333
"Chedgrave, Norfolk, England",52.54058,1.48075
"Chedzoy, Somerset, England, United Kingdom",51.13306,-2.94556
"Chelsea, London, United Kingdom",-38.05,145.11667
"Cheltenham, Gloucestershire, England",-34.86788,138.52336
"Cheltenham, Gloucestershire, England, United Kingdom",-34.86788,138.52336
"Cheshire, England",-24.25543,146.45155
"Chester, Cheshire, England Or Straines, England",-30.82941,150.71553
"Chipping Sodbury, Gloucestershire",51.53813,-2.39379
"Chipping Sodbury, Gloucestershire, England Or Pennsylvnaia",51.53813,-2.39379
"Chipping, Lancashire, England",53.88333,-2.58333
"Chipping, Lancashire, England, United Kingdom",53.88333,-2.58333
"Christ Church, Barbadoes, Caribbean",13.08734,-59.52418
"Churchtown, Cloyne Parish, Cork, Ireland",54.68333,-6.75
"Claines, Worcestershire, England",52.22774,-2.21942
"Clapham, Yorkshire, England",-34.98989,138.60158
"Claybrook, Leicestershire, England",35.7084,-88.63422
Clipston,52.42841,-0.95443
"Clipston, Northamptonshire, England",52.42841,-0.95443
"Clowne, Derbyshire, England",53.27449,-1.26406
"Cloyne, Cork, Ireland",-23.91214,147.15784
"Clydesdale, Crawford, Lanarkshire, Scotland",-37.17451,144.09787
"Cockerham, Lancashire, England",53.96328,-2.81663
"Colne, Lancashire",53.85713,-2.16851
"Colne, Lancashire, England",53.85713,-2.16851
"Combe Saint Nicholas, South Somerset District, Somerset, England",50.9,-3
"Concord, Massachusetts",-33.84722,151.10381
"Cookham, Berkshire",51.55936,-0.7081
"Cookham, Berkshire, England",51.55936,-0.7081
"Corby, Northamptonshire, England",50.36743,4.37984
"Corby, Northamptonshire, England, United Kingdom",50.36743,4.37984
"Cork, Cork, Ireland",-22.93333,142.31667
"Cornwall, England",-41.55898,148.14531
"Corse, Scotland",41.98859,8.99827
"Coventry, Saint John the Baptist, Warwickshire, England",-19.88333,147.86667
"Craighurst, Simcoe, Ontario, Canada",44.53341,-79.71634
"Crailing, Roxburghshire, Scotland",-35.95785,148.06068
"Cranborne, Dorset, England",50.91931,-1.92128
"Cromarty, Cromartyshire, Scotland",-19.46667,147.05
"Cromarty, Cromartyshire, Scotland, United Kingdom",-19.46667,147.05
"Cromarty, Ross Cromarty, Scotland",-19.46667,147.05
"Cromarty, Ross Cromarty, Scotland, United Kingdom",-19.46667,147.05
"Cromarty, Ross and Cromarty, Scotland",-19.46667,147.05
"Crown Hill, Oro Township Simcoe County, Ontario",-22.21861,132.42308
"Cullen, Banffshire, Scotland",-52.88508,-68.44761
"Culworth, Northamptonshire, England",52.11757,-1.20523
Cumberland,-18.31136,143.35363
"Cumberland, England",-18.31136,143.35363
"Dacre, Cumberland",45.36681,-76.96614
"Dacre, Cumberland, England",45.36681,-76.96614
"Dalkeith, Midlothian, Scotland",-31.99517,115.7998
"Dalry, Kircudbright, Galloway, Scotland",-33.50554,134.912
"Datchet, Buckingham, England",51.4839,-0.57893
"Daviot, Aberdeenshire, Scotland",57.33333,-2.41667
"Dedham, Norfolk County, Massachusetts, United States",51.95892,0.99336
"Dedham, Norfolk County, Massachusetts, United States of America",51.95892,0.99336
"Dedham, Norfolk, England",51.95892,0.99336
"Dedham, Norfolk, Massachusetts, United States",51.95892,0.99336
"Deering, Hillsborough, New Hampshire",36.1909,-89.88287
"Delitzsch, Nordsachsen, Saxony, Germany",51.52546,12.34284
"Dent, Yorkshire, England",51.15005,-92.75036
"Deopham, Norfolk, England",52.56586,1.02049
"Detroit, Wayne County, Michigan, United States of America",19.96667,-76.53333
"Detroit, Wayne, Michigan",19.96667,-76.53333
"Detroit, Wayne, Michigan, United States",19.96667,-76.53333
"Devon, England Or Fiddleford, Dorset, England",-38.51667,146.65
"Dilham, Norfolk, England",52.7713,1.45492
"Dingwall, Ross Cromarty, Scotland",-35.811,143.83093
"Doncaster, Yorkshire, England",-37.78828,145.12373
"Dorchester, Massachusetts",45.90155,-64.50795
"Dorchester, Suffolk County, Massachusetts, United States",45.90155,-64.50795
"Dorchester, Suffolk County, Massachusetts, United States of America",45.90155,-64.50795
"Dorchester, Suffolk, Massachusetts, United States",45.90155,-64.50795
"Dorset, England",-41.04789,147.73167
"Douglas, Lanarkshire, Scotland",-13.78333,131.3
"Douglassville, Berks County, Pennsylvania",33.19207,-94.35353
"Douglasville, Berks, Pennsylvania, United States",30.86602,-87.78555
"Dover, Dutchess, New York, United States",-43.31423,147.01488
"Dowlais, Glamorgan, Wales",51.76087,-3.35615
"Dowlais, Glamorganshire, Wales",51.76087,-3.35615
"Dowlais, Merthyr Tydfil, Glamorgan, Wales",51.76087,-3.35615
"Downham, Norfolk",52.43116,0.24015
"Drayton, Norfolk, England",-27.60011,151.90109
"Drum Castle, Aberdeenshire, Scotland",57.08333,-2.33333
"Duart Castle, Isle of Mull, Argyllshire, Scotland",56.45,-5.65
"Duart Castle, Isle of Mull, Scotland",56.45,-5.65
"Duart, Isle of Mull, Argyllshire, Scotland",-37.83992,141.74097
"Dudley, Worcester, Massachusetts, United States",-32.99373,151.72197
"Dumbarton, Dunbartonshire, Scotland",-25.66667,149.61667
"Dunbartonshire, Strathclyde, Scotland, United Kingdom",56.12639,-4.42069
"Dunblane, Perthshire, Scotland",-28.34247,151.39956
"Dundalk, Grey, Ontario, Canada",44.16792,-80.39357
"Dundee, Angus, Scotland",-29.57236,151.8663
"Dunfermline, Fife, Scotland",52.13339,-107.03455
"Dunmow, Essex, England",-19.03333,32.73333
"Dunton Bassett, Leicestershire, England",52.512,-1.19872
"Dunvegan Castle, Inverness-Shire, Scotland",57.43333,-6.58333
"Dunvegan Castle, Isle of Skye, Inverness-Shire, Scotland",57.43333,-6.58333
"Dunvegan Castle, Isle of Skye, Scotland",57.43333,-6.58333
"Dunvegan Castle, Skye, Scotland",57.43333,-6.58333
"Dunvegan, Skye, Scotland",-30.28333,153.01667
"Durham, Durham, England",-15.43333,145.13333
"Durham, England",-15.43333,145.13333
"Durham, Ontario, Canada",-15.43333,145.13333
"Duthill, Scotland",42.69192,-82.39072
"Dymock, Gloucestershire, England",51.97878,-2.43967
"East Peckham, Tonbridge and Malling Borough, Kent, England",51.21234,0.38624
"East Ruston, Norfolk, England",52.80066,1.49472
"Eastchester, Westchester, New York, United States",40.95833,-73.80861
"Eckford, Kelso, Roxburghshire, Scotland.",55.52848,-2.46206
"Eckford, Roxburghshire, Scotland",55.52848,-2.46206
"Eckford, Roxburghshire, Scotland.",55.52848,-2.46206
Edinburgh,-34.74622,138.6375
"Edinburgh, City of Edinburgh, Scotland, United Kingdom",-34.74622,138.6375
"Edinburgh, Lothian, Scotland, United Kingdom",-34.74622,138.6375
"Edinburgh, Midloathian, Scotland",-34.74622,138.6375
"Edinburgh, Midlothia, Scotland",-34.74622,138.6375
"Edinburgh, Midlothian Scotland",-34.74622,138.6375
"Edinburgh, Midlothian, Scotland",-34.74622,138.6375
"Edinburgh, Midlothian, Scotland, United Kingdom",-34.74622,138.6375
"Edinburgh, Scotland",-34.74622,138.6375
"Elgin, Morayshire, Scotland",-33.51667,115.63333
"Elsinboro Point, Salem, New Jersey, United States",39.54067,-75.53048
Elsworth,52.2547,-0.07225
"Elsworth, Cambridge, England",52.2547,-0.07225
"Elsworth, Cambridgeshire, England",52.2547,-0.07225
"Elsworth, Elsworth, Cambridgeshire, England",52.2547,-0.07225
"Emmington, Oxfordshire, England",51.71411,-0.93278
"Emmington, Oxfordshire, England, United Kingdom",51.71411,-0.93278
England,54.49173,8.87844
"England, England, United Kingdom",54.49173,8.87844
"England, United Kingdom",54.49173,8.87844
"Epworth, Lincoln, England",-37.98765,141.86974
"Epworth, Lincolnshire, England",-37.98765,141.86974
"Eske, Yorkshire, England, United Kingdom",54.82804,10.43197
"Esquimalt, Capital Regional District, British Columbia, Canada",48.43569,-123.41174
"Essex Center, Chittenden County, Vermont, United States of America",44.51199,-73.05957
"Essex County, Ontario, Canada",42.16678,-82.83313
"Essex, England",-25.85,145.15
"Essex, Essex, Massachusetts, United States",-25.85,145.15
"Essex, Ontario, Canada",-25.85,145.15
"Esslingen Am Neckar, Baden Wurttemberg, Allemagne",48.73936,9.30609
"Evercreech, Somerset, England",51.14806,-2.50556
"Everton, Bedfordshire, England",-36.41667,146.55
"Falkland, Fife, Scotland",-29.67927,151.55398
"Farmington, Hartford, Connecticut, United States",46.3834,-62.48194
"Faxton, Northamptonshire, England",52.36667,-0.83333
"Feckenham, Worcestershire, England",52.25194,-1.9875
"Federal Way, King, Washington, United States",47.32232,-122.31262
"Federal Way, Washington",47.32232,-122.31262
"Federal Way, Washington, United States",47.32232,-122.31262
"Felbrigg, Norfolk, England",52.90877,1.27991
"Felmersham, Bedfordshire, England, United Kingdom",52.20646,-0.55029
"Ferris, Montcalm, Michigan, United States",46.2501,-79.33292
"Fetteresso, Kincardineshire, Scotland",56.95,-2.23333
"Fiddleford, Dorset, England",50.91936,-2.27828
"Finedon, Northamptonshire, England",52.33917,-0.65008
"Flatbush, Kings County (Brooklyn), New York, United States of America",54.70015,-114.15214
"Flushing, Long Island, New York, United States",50.16486,-5.06976
"Flushing, Queens County, New York, United States",50.16486,-5.06976
"Foix, Ariage, MIDI-Pyranees, France",41.19926,1.67705
"Folke, Dorset, England",50.91308,-2.47643
"Folkestone, Kent, England",51.08169,1.16734
"Forton, Lancashire",-30.78346,150.74967
"Forton, Lancashire, England",-30.78346,150.74967
"Fortrose, Ross Amp Cromarty, Scotland",-33.87862,149.61752
"Foxton, Leicestershire England",-38.07153,142.47754
"Foxton, Leicestershire, England",-38.07153,142.47754
France,5.20375,-3.73905
"Frankfurt Am Main, Hessen, Germany",50.11552,8.68417
"Frankfurt, Rheinland-Pfalz, Germany",49.68333,10.53333
"Fredericksburg, Dutchess, New York, United States",46.26617,-66.86048
"Freuchie, Fife, Scotland",56.24688,-3.15861
"Freuchie, Fifeshire, Scotland, United Kingdom",56.24688,-3.15861
"Freuchie, Perth, Perthshire, Scotland",56.24688,-3.15861
"Freuchie, Perth, Scotland",56.24688,-3.15861
"Freuchie, Perth, Scotland (United Kingdom)",56.24688,-3.15861
"Freuchie, Perthshire, Scotland",56.24688,-3.15861
"Frome, Somerset County, England",-33.4175,149.06261
"Frontenac County, Ontario, Canada",44.66682,-76.74941
"Frontenac, Loughborough, Ontario, Canada",45.58338,-70.83233
"Frontenac, Ontario, Canada",45.58338,-70.83233
"Garstang, England",53.90081,-2.77417
"Garstang, Lancashire, England",53.90081,-2.77417
"Gateshead, Durham, England",-32.98208,151.69188
"Geddington, Northamptonshire, England",52.43757,-0.68965
"Genkingen, Württemberg, Germany",48.40676,9.18534
"German Flats, Herkimer, New York, United States",44.17311,-72.88817
Germany,52.3471,24.3085
"Gilmorton, Leicester, England",52.48682,-1.16001
"Gilmorton, Leicestershire, England",52.48682,-1.16001
"Gilmorton, Leicestershire, England, United Kingdom",52.48682,-1.16001
"Glamis, Carbury Towers, Angus, Scotland",-33.30542,147.62204
"Glamorganshire, United Kingdom",51.66667,-3.66667
"Glasbury, Breconshire, Wales",52.04534,-3.20042
"Glasgow, Lanarkshire, Scotland",46.0513,-60.59599
"Glasgow, Lanarkshire, Scotland, Great Britain",46.0513,-60.59599
"Glasgow, Lanarkshire, Scotland, United Kingdom",46.0513,-60.59599
"Glencairn, Dumfries-Shire, Scotland",-37.53333,146.56667
"Glengarnock, North Ayrshire, Scotland",55.73927,-4.67756
"Glengarry, Inverness-Shire, Scotland",-35.41667,138.96667
"Glengarry, Inverness-Shire, Scotland, United Kingdom",-35.41667,138.96667
"Glenorchy, Argyllshire Twin, Scotland",-31.92612,139.79311
"Gloucester, Essex, England",-32.0077,151.9633
"Gloucester, Essex, Massachusetts, United States",-32.0077,151.9633
"Gloucester, Gloucestershire, England",-32.0077,151.9633
"Gloucestershire, England, United Kingdom",51.83333,-2.16667
"Goodmanham, Yorkshire, England",53.87405,-0.65132
"Gosford, Kidlington, Oxfordshire, England",-33.4244,151.34399
"Gotha, Delitzsch, Sachsen, Allemagne",51.4158,12.61179
"Gower, Glamorgan, Wales",51.5952,-4.14974
"Grand Rapids, Kent, Michigan, United States",48.48313,-91.45019
"Grant, Ross and Cromarty, Ross and Cromarty, Scotland",-37.35,147.15
"Gravenhurst, Can., Ontario, Canada",44.91681,-79.36633
"Great Harwood, Lancashire, England",53.78512,-2.40865
"Great Harwood, Lancashire, England, United Kingdom",53.78512,-2.40865
"Great Oakley, Northamptonshire, England",52.46095,-0.72304
"Great Walsingham, Norfolk County, England, United Kingdom",52.90018,0.88402
"Great Walsingham, Norfolk, England",52.90018,0.88402
"Great Walsingham, Norfolk, England, United Kingdom",52.90018,0.88402
Great Yarmouth,52.60831,1.73052
"Great Yarmouth, Norfolk",52.60831,1.73052
"Great Yarmouth, Norfolk County, England, United Kingdom",52.60831,1.73052
"Great Yarmouth, Norfolk, England",52.60831,1.73052
"Great Yarmouth, Norfolk, England, Great Britain",52.60831,1.73052
"Greenwich, Kent, England",-33.83954,151.183
"Gretton, Northamptonshire, England",52.54011,-0.6733
"Grey, Ontario, Canada",44.33339,-80.74972
"Groton, Suffolk, England, United Kingdom",52.04692,0.86683
"Großbettlingen, Esslingen, Baden-Württemberg, Germany",48.59052,9.30782
"Guelph, Wellington County, Ontario, Canada",43.54594,-80.25599
"Guelph, Wellington, Ontario, Canada",43.54594,-80.25599
"Haarlem, Haarlem, Noord-Holland, Netherlands",6.83143,-58.21686
"Haarlem, Haarlem, North-Holland, Netherlands",6.83143,-58.21686
"Hackensack, Bergen County, Province of New Jersey, British America",46.93079,-94.52055
"Hackney, London, Middlesex, England",-34.9139,138.6164
"Hackney, Middlesex, Kingdom of England (United Kingdom of Great Britain Northern Ireland)",-34.9139,138.6164
"Hadleigh, Castle Point Borough, Essex, England",-29.58333,150.45
"Hadlow, Saint Marys, Kent",-38.28333,145.08333
"Hahn, Darmstadt-Dieburg, Hessen, Deutschland",50.88148,7.59694
"Haldimand County, Ontario",42.98341,-79.86633
"Half Moon, Saratoga, New York, United States",-33.84311,117.11324
"Halfmoon, Saratoga County, New York",42.82758,-73.7179
"Halfmoon, Saratoga, New York, United States",42.82758,-73.7179
Hallowell,-34.98333,117.26667
"Hallowell, Kennebec County, Maine, United States",-34.98333,117.26667
"Hamilton, Clydesdale, Lanarkshire, Scotland",-34.21667,138.86667
"Hamilton, Hamilton Municipality, Ontario, Canada",-34.21667,138.86667
"Hamilton, Lanarkshire, Scotland",-34.21667,138.86667
"Hannington, Northamptonshire, England",51.63333,-1.75
"Harwich, Tendring District, Essex, England",42.38339,-82.03309
"Hastings, Sussex, England",-38.3,145.18333
"Hatfield, Hampshire, Massachusetts, United States",-33.86653,143.73802
"Haverhill, Essex, Massachusetts, United States",52.08226,0.43891
"Haverhill, Rockingham, New Hampshire, United States",52.08226,0.43891
"Haverstraw, Rockland, New York, United States",41.19759,-73.96458
"Hazelbury Bryan, Dorset, England",50.87534,-2.36429
"Hebden, Yorkshire, England, United Kingdom",-32.38333,151.06667
"Hengrave, Suffolk, England",52.2857,0.67557
"Henham, Essex, England",51.93347,0.24796
"Heptonstall, Yorkshire, England",53.74914,-2.02093
"Herkimer County, New York, United States",43.4197,-74.9625
"Herkimer, Herkimer, New York, United States",39.89111,-96.71113
"Herkimer, New York",39.89111,-96.71113
"Hertfordshire, England",51.83333,-0.25
"Hertfordshire, England Or Saint Olave Jewry, London, England",51.83333,-0.25
"Hespeler, Waterloo County, Ontario, Canada",43.4334,-80.31637
"Hethersett, Norfolk, England",52.59761,1.17359
"High Halstow, Kent, England",51.44775,0.55558
"Higham Ferrers, Northamptonshire, England",52.30596,-0.59342
"Hillfarrance, Somerset, England, United Kingdom",51.01551,-3.18891
"Hillmorton, Warwickshire, England",52.3624,-1.22201
"Hingham, Norfolk, England",52.57969,0.98422
"Holnest, Dorset, England",50.88535,-2.4918
"Holt, Cheshire, England",-35.22441,149.01188
"Horsford, Norfolk, England",-32.08794,116.8295
"Hough, Cheshire East Unitary Authority, Cheshire, England",53.04808,-2.43035
"Hownam, Roxburghshire, Scotland",55.46649,-2.35219
"Hownam, Roxburghshire, Scotland.",55.46649,-2.35219
"Husbands Bosworth, Harborough District, England",52.45232,-1.05557
"Husbands Bosworth, Harborough District, Leicestershire, England",52.45232,-1.05557
"Husbands Bosworth, Leicestershire, England",52.45232,-1.05557
"Husbands, Bosworth, Leic, England",13.29491,-59.64669
"Hutton Cranswick, Yorkshire East Riding",53.96728,-0.43706
"Hutton Cranswick, Yorkshire, England",53.96728,-0.43706
"Hüffler, Kusel, Rheinland Pfalz, Allemagne",49.5,7.38333
"Hüffler, Kusel, Rheinland-Pfalz, Germany",49.5,7.38333
"Ightham, Kent, England",51.27657,0.27772
"Ingersoll, Oxford, Ontario, Canada",43.03339,-80.88302
"Ingham, Norfolk, England",-18.64552,146.16248
"Ingham, Thurne, Norfolk, England",-18.64552,146.16248
"Inglewood, Caledon Township, Canada West, Canada",-34.82401,138.77387
"Inglewood, Peel, Ontario, Canada",-34.82401,138.77387
"Invergeldie, Perthshire, Scotland, United Kingdom",56.42475,-4.04378
"Inverkeithny, Banffshire, Scotland",57.51127,-2.621
"Invermoriston, Inverness-Shire, Scotland, United Kingdom",57.21436,-4.61758
"Inverness, Highland, Scotland",-29.96667,148.5
"Inverness, Inverness-Shire, Scotland",-29.96667,148.5
"Inverness, Inverness-Shire, Scotland, United Kingdom",-29.96667,148.5
"Inverness, Invernesshire, Scotland",-29.96667,148.5
"Inverness, Scotland",-29.96667,148.5
"Inverness-Shire, Scotland",57.08333,-4.66667
"Inverness-Shire, Scotland, United Kingdom",57.08333,-4.66667
"Ipswich, Essex County, Massachusetts, United States of America",-27.62343,152.76067
